date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:04:43	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot?	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41dd41d.eot	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css?ver=5.12.0)
12:04:44	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css?ver=5.12.0)
12:04:44	708706/708706	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css?ver=5.12.0)
12:04:45	76084/76084	---M--	200	added ('OK')	font/woff2	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css?ver=5.12.0)
12:04:46	98996/98996	---M--	200	added ('OK')	font/woff	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css?ver=5.12.0)
12:04:48	193780/193780	---M--	200	added ('OK')	font/ttf	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css?ver=5.12.0)
12:04:50	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/fonts/glyphicons-halflings-regular.eot	(from https://legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/css/bootstrap.min7661.css?ver=5.4.2)
12:04:50	849145/849145	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css?ver=5.12.0)
12:04:51	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/fonts/glyphicons-halflings-regulard41d.eot?	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/fonts/glyphicons-halflings-regulard41dd41d.eot	(from https://legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/css/bootstrap.min7661.css?ver=5.4.2)
12:04:52	18028/18028	---M--	200	added ('OK')	font/woff2	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/fonts/glyphicons-halflings-regular.woff2	(from https://legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/css/bootstrap.min7661.css?ver=5.4.2)
12:04:54	23424/23424	---M--	200	added ('OK')	font/woff	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/fonts/glyphicons-halflings-regular.woff	(from https://legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/css/bootstrap.min7661.css?ver=5.4.2)
12:04:55	45404/45404	---M--	200	added ('OK')	font/ttf	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/fonts/glyphicons-halflings-regular.ttf	(from https://legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/css/bootstrap.min7661.css?ver=5.4.2)
12:04:57	108728/108728	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/fonts/glyphicons-halflings-regular.svg	(from https://legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/css/bootstrap.min7661.css?ver=5.4.2)
12:04:57	0/-1	---M--	500	error ('')			https://legittechreviews.com/easywaxoff/review/xmlrpc0db0.php?rsd	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/xmlrpc0db00db0.html	(from https://legittechreviews.com/easywaxoff/review/)
12:04:57	0/-1	---M--	500	error ('')			https://legittechreviews.com/easywaxoff/review/xmlrpc0db0.php?rsd	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/xmlrpc0db00db0.html	(from https://legittechreviews.com/easywaxoff/review/)
